index,country,person_name,unique_id,individual_id,company_id,gender,company_name,dual_listed,ticker,role_name,role_start_date,role_end_date,tenure_days,tenure_year,end_year,end_month,end_quarter,end_half,sector_bx,industry,appointment,revenue,market_cap,half_year,count
Nifty 50,India,Takashi Tsukioka,1.36926E+13,1369261,1499838,Male,IDEMITSU KOSAN CO LTD,No,5019,CEO (Representative Director),26/06/2013,01/04/2018,1740,4.767123288,2018,4,2,H1,Oil & Gas,Industrial & Natural Resources,Internal,41147500494,6819208825,2018 H1,1
Nifty 50,India,Hiroya Kawasaki,1.26638E+11,1266382,18049,Male,KOBE STEEL LTD,No,5406,Chairman/President/CEO (Representative Director),01/04/2013,01/04/2018,1826,5.002739726,2018,4,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,17109423498,1681839070,2018 H1,1
Nifty 50,India,Kuniharu Nakamura,1.26859E+11,1268594,29472,Male,SUMITOMO CORP,No,8053,President/CEO (Representative Director),22/06/2012,01/04/2018,2109,5.778082192,2018,4,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,45144219417,19458441284,2018 H1,1
Nifty 50,India,Kazuo (Kaz) Hirai,85226928594,852269,28594,Male,SONY GROUP CORP (Sony Corp prior to 04/2021),No,6758,President/CEO,01/04/2012,01/04/2018,2191,6.002739726,2018,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,81510052261,98120507788,2018 H1,1
Nifty 50,India,Manabu Miyasaka,1.31078E+11,1310778,33916,Male,Z HOLDINGS CORP (Yahoo Japan Corp prior to 10/2019),No,4689,President/CEO (Representative Director),01/04/2012,01/04/2018,2191,6.002739726,2018,4,2,H1,Software & Computer Services,Technology,Internal,11213379327,18905648616,2018 H1,1
Nifty 50,India,Tetsuro Tomita,11386939920,1138693,9920,Male,EAST JAPAN RAILWAY CO,No,9020,President/CEO (Representative Director),01/04/2012,01/04/2018,2191,6.002739726,2018,4,2,H1,Transport,Industrial & Natural Resources,Internal,16258175904,20840114484,2018 H1,1
Nifty 50,India,Yasuhiro Sato,9.89162E+11,989161,941102,Male,MIZUHO FINANCIAL GROUP INC,No,8411,President/Group CEO,21/06/2011,01/04/2018,2476,6.783561644,2018,4,2,H1,Banks,Financial Services,Internal,28416643498,29478693706,2018 H1,1
Nifty 50,India,Yoshihiko Hatanaka,1.07112E+11,1071124,33926,Male,ASTELLAS PHARMA INC (Yamanouchi Pharmaceutical Co prior to 04/2005),No,4503,President/CEO (Representative Director),20/06/2011,01/04/2018,2477,6.78630137,2018,4,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,10648609125,26821648789,2018 H1,1
Nifty 50,India,Masayo Tada,1.31503E+13,1315028,1627888,Male,SUMITOMO PHARMA CO LTD (Sumitomo Dainippon Pharma Co Ltd prior to 04/2022),No,4506,President/CEO (Representative Director),27/06/2008,01/04/2018,3565,9.767123288,2018,4,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,4659205366,2826226922,2018 H1,1
Nifty 50,India,Naoki Izumiya,13512292683,1351229,2683,Male,ASAHI GROUP HOLDINGS LTD (Asahi Breweries Ltd prior to 07/2011),No,2502,Chairman/CEO (Representative Director),26/03/2014,27/03/2018,1462,4.005479452,2018,3,1,H1,Beverages,Consumer,Internal,19426918224,15312136731,2018 H1,1
Nifty 50,India,Osamu Nagayama,4579696776,457969,6776,Male,CHUGAI PHARMACEUTICAL COMPANY LTD,No,4519,Chairman/CEO (Representative Director),01/01/1992,22/03/2018,9577,26.23835616,2018,3,1,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,8685856981,39808997877,2018 H1,1
Nifty 50,India,Isami Wada,1.26818E+11,1268182,27529,Male,SEKISUI HOUSE LTD,No,1928,Chairman/CEO (Representative Director),30/04/2008,01/02/2018,3564,9.764383562,2018,2,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,23368798041,12019034387,2018 H1,1
Nifty 50,India,Juichi Suezawa,1.39741E+11,1397406,22233,Male,NH FOODS LTD (Nippon Meat Packers Inc prior to 06/2014),No,2282,President/CEO (Representative Director),01/04/2015,29/01/2018,1034,2.832876712,2018,1,1,H1,Food Producers & Processors,Consumer,Internal,10620554026,2638793933,2018 H1,1
Nifty 50,India,Mitsuomi Koizumi,80296417323,802964,17323,Male,JAPAN TOBACCO INC,No,2914,President/CEO (Representative Director),22/06/2012,01/01/2018,2019,5.531506849,2018,1,1,H1,Tobacco,Consumer,Internal,20198078111,39771749224,2018 H1,1
Nifty 50,India,Yoshiyuki Nakanishi,1.18815E+13,1188146,1380755,Male,DIC CORPORATION (Dainippon Ink and Chemicals Inc prior to 04/2008),No,4631,President/CEO (Representative Director),01/04/2012,01/01/2018,2101,5.756164384,2018,1,1,H1,Chemicals,Industrial & Natural Resources,Internal,7431490648,1696432668,2018 H1,1
Nifty 50,India,Hiroyuki Yanagi,1.37543E+11,1375431,33923,Male,YAMAHA MOTOR CO LTD,No,7272,President/CEO (Representative Director),01/03/2010,01/01/2018,2863,7.843835616,2018,1,1,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,15746876033,8691566815,2018 H1,1
Nikkei 225,Japan,Sanjiv Soshil Mehta,1.32351E+11,1323507,42224,Male,HINDUSTAN UNILEVER LTD,No,HINDUNILVR,CEO/MD,10/10/2013,26/06/2023,3546,9.715068493,2023,6,2,H1,Food Producers & Processors,Consumer,Internal,7436177972,77386028394,2023 H1,1
Nikkei 225,Japan,Rajesh Gopinathan,1.25617E+12,1256174,466848,Male,TATA CONSULTANCY SERVICES LTD,No,TCS,CEO/MD,21/02/2017,01/06/2023,2291,6.276712329,2023,6,2,H1,Business Services,Technology,Internal,27862783853,1.4362E+11,2023 H1,1
Nikkei 225,Japan,Doctor Pawan Kant Munjal,5.95358E+12,595358,1013775,Male,HERO MOTOCORP LTD,No,"HEROHONDA, HEROMOTOCO",Chairman/CEO,01/04/1986,01/05/2023,13544,37.10684932,2023,5,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,3965806980,6899134589,2023 H1,1
Nikkei 225,Japan,Uday Suresh Kotak,7.74428E+11,774427,933376,Male,KOTAK MAHINDRA BANK LTD (Kotak Mahindra Finance Ltd prior to 04/2003),No,KOTAKBANK,CEO/MD,01/05/2018,18/03/2023,1782,4.882191781,2023,3,1,H1,Banks,Financial Services,Internal,7778603388,41718181639,2023 H1,1
Nikkei 225,Japan,Kenichi Ayukawa,6.44016E+11,644015,816924,Male,MARUTI SUZUKI INDIA LTD,No,MARUTI,CEO/MD,01/04/2013,01/04/2022,3287,9.005479452,2022,4,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,11865230848,34157726455,2022 H1,1
Nikkei 225,Japan,Shri Subhash Kumar,1.92921E+12,1929207,813161,Male,OIL & NATURAL GAS CORPORATION LIMITED (ONGC LTD),No,ONGC,Chairman/CEO/MD/Director - Finance,31/03/2021,01/01/2022,276,0.756164384,2022,1,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,50530754759,21838615793,2022 H1,1
Nikkei 225,Japan,Guenter Karl Butschek,1.14563E+12,1145631,824624,Male,TATA MOTORS LTD,No,TATAMOTORS,CEO/MD,15/02/2016,30/06/2021,1962,5.375342466,2021,6,2,H1,Automobiles & Parts,Industrial & Natural Resources,External,37082065475,17033745130,2021 H1,1
Nikkei 225,Japan,Doctor Pawan Kumar Goenka,65094919464,650949,19464,Male,MAHINDRA & MAHINDRA LTD,No,M&M,CEO/MD,01/04/2020,02/04/2021,366,1.002739726,2021,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,12000985913,20003202127,2021 H1,1
Nikkei 225,Japan,Shri Shashi Shanker,1.28296E+12,1282955,813161,Male,OIL & NATURAL GAS CORPORATION LIMITED (ONGC LTD),No,ONGC,Chairman/CEO/MD,01/10/2017,31/03/2021,1277,3.498630137,2021,3,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,50530754759,21838615793,2021 H1,1
Nikkei 225,Japan,Aditya Tapishwar Puri,62391914472,623919,14472,Male,HDFC BANK LTD,No,HDFCBANK,CEO/MD,12/10/2004,26/10/2020,5858,16.04931507,2020,10,4,H2,Banks,Financial Services,Internal,22089988100,1.05615E+11,2020 H2,1
Nikkei 225,Japan,Abidali Zainuddin Neemuchwala,86160533593,861605,33593,Male,WIPRO LTD,No,WIPRO,CEO/MD,01/02/2016,01/06/2020,1582,4.334246575,2020,6,2,H1,Software & Computer Services,Technology,Internal,10719035940,26516604299,2020 H1,1
Nikkei 225,Japan,Shri Sanjeev Nautiyal,1.98995E+13,1989945,2824161,Male,SBI LIFE INSURANCE COMPANY LTD,No,SBILIFE,CEO/MD,10/03/2018,08/05/2020,790,2.164383562,2020,5,2,H1,Life Assurance,Financial Services,Internal,10936911728,15408227925,2020 H1,1
Nikkei 225,Japan,Ajoy Kumar Misra,80724730014,807247,30014,Male,TATA CONSUMER PRODUCTS LTD (Tata Global Beverage Ltd prior to 02/2020),No,"TATACONSUM, TATAGLOBAL, TATATEA",CEO/MD,01/04/2014,31/03/2020,2191,6.002739726,2020,3,1,H1,Beverages,Consumer,Internal,1655204610,8785233094,2020 H1,1
Nikkei 225,Japan,Shri Kanwar Bir Anand,1.13212E+12,1132116,854285,Male,ASIAN PAINTS LTD,No,ASIANPAINT,CEO/MD,01/04/2012,31/03/2020,2921,8.002739726,2020,3,1,H1,Chemicals,Industrial & Natural Resources,Internal,3007545445,36366317691,2020 H1,1
Nikkei 225,Japan,Romesh Sat Sobti,1.1111E+12,1111101,920286,Male,INDUSIND BANK LTD,No,INDUSINDBK,CEO/MD,01/02/2008,23/03/2020,4434,12.14794521,2020,3,1,H1,Banks,Financial Services,External,5035927335,10850894421,2020 H1,1
Nikkei 225,Japan,Shri Sanjivnayan (Sanjiv) Rahulkumar Bajaj,8.31398E+12,831398,1015281,Male,BAJAJ FINSERV LTD,No,BAJAJFINSV,CEO/MD,26/05/2008,17/03/2020,4313,11.81643836,2020,3,1,H1,Speciality & Other Finance,Financial Services,Internal,9015251782,33700382108,2020 H1,1
Nikkei 225,Japan,Gunupati Venkateswara Prasad,6411899584,641189,9584,Male,DR REDDY'S LABORATORIES LTD,No,DRREDDY,Co-Chairman/MD/CEO,30/01/2001,01/08/2019,6757,18.51232877,2019,8,3,H2,Pharmaceuticals and Biotechnology,Healthcare,Internal,2824105275,9397911377,2019 H2,1
Nikkei 225,Japan,Shikha Sanjaya Sharma,6.43375E+12,643375,1067959,Female,AXIS BANK LTD,No,AXISBANK,CEO/MD,01/06/2009,31/12/2018,3500,9.589041096,2018,12,4,H2,Banks,Financial Services,External,11343551656,32090510403,2018 H2,1
Nikkei 225,Japan,Chanda Deepak Kochhar,51424615430,514246,15430,Female,ICICI BANK LTD,No,ICICIBANK,CEO/MD,01/05/2009,04/10/2018,3443,9.432876712,2018,10,4,H2,Banks,Financial Services,Internal,20751763992,78889933513,2018 H2,1
Nikkei 225,Japan,Shri Amitabh Chaudhry,1.28049E+13,1280489,2824087,Male,HDFC LIFE INSURANCE COMPANY LTD (HDFC Standard Life Insurance Company Ltd prior to 01/2019),No,HDFCLIFE,CEO/MD,17/11/2017,08/09/2018,295,0.808219178,2018,9,3,H2,Life Assurance,Financial Services,Internal,8833536782,14114570405,2018 H2,1
Nikkei 225,Japan,Sanjiv Puri,65715017113,657150,17113,Male,ITC LTD,No,ITC,CEO,05/02/2017,16/05/2018,465,1.273972603,2018,5,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,8831141105,54827878930,2018 H1,1
Nikkei 225,Japan,Arijit Basu,1.45107E+13,1451072,2824161,Male,SBI LIFE INSURANCE COMPANY LTD,No,SBILIFE,CEO/MD,03/10/2017,10/03/2018,158,0.432876712,2018,3,1,H1,Life Assurance,Financial Services,Internal,10936911728,15408227925,2018 H1,1
Nikkei 225,Japan,Ashok Kumar Aggarwal,7.77814E+12,777814,1261503,Male,JSW STEEL LTD (Jindal Vijayanagar Steel Ltd prior to 06/2005),No,JSWSTEEL,Joint CEO,01/01/2013,01/01/2018,1826,5.002739726,2018,1,1,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,1948266571,21006257885,2018 H1,1
S&P 500,USA,Greg C Gantt,89620623040,896206,23040,Male,OLD DOMINION FREIGHT LINE INC,No,ODFL,President/CEO,16/05/2018,30/06/2023,1871,5.126027397,2023,6,2,H1,Transport,Industrial & Natural Resources,Internal,6260077000,40329283740,2023 H1,1
S&P 500,USA,Frank Jose Del Rio,1.45113E+13,1451131,1925428,Male,NORWEGIAN CRUISE LINE HOLDINGS LTD,No,NCLH,President/CEO,04/08/2015,30/06/2023,2887,7.909589041,2023,6,2,H1,Leisure & Hotels,Consumer,External,4843760000,9231954250,2023 H1,1
S&P 500,USA,Joseph (Joe) W Gorder,48627932237,486279,32237,Male,VALERO ENERGY CORP,No,VLO,Chairman/CEO,01/05/2014,30/06/2023,3347,9.169863014,2023,6,2,H1,Oil & Gas,Industrial & Natural Resources,Internal,1.76383E+11,42393285024,2023 H1,1
S&P 500,USA,Martin (Marty) Lawrence Flanagan,365842129,36584,2129,Male,INVESCO LTD (Invesco PLC prior to 12/2007),No,IVZ,President/CEO,01/08/2005,30/06/2023,6542,17.92328767,2023,6,2,H1,Speciality & Other Finance,Financial Services,Internal,6048900000,7846142155,2023 H1,1
S&P 500,USA,Francis Aurelio DeSouza,64702515581,647025,15581,Male,ILLUMINA INC,No,ILMN,President/CEO,05/07/2016,11/06/2023,2532,6.936986301,2023,6,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,4584000000,29633473500,2023 H1,1
S&P 500,USA,Darius E Adamczyk,1.20568E+11,1205682,15029,Male,HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000),No,HON,Chairman/CEO,31/03/2017,01/06/2023,2253,6.17260274,2023,6,2,H1,Aerospace & Defence,Industrial & Natural Resources,Internal,35466000000,1.3864E+11,2023 H1,1
S&P 500,USA,Jeffrey (Jeff) Steven Sloan,1.07635E+11,1076347,13417,Male,GLOBAL PAYMENTS INC,No,GPN,CEO,01/10/2013,01/06/2023,3530,9.671232877,2023,6,2,H1,Business Services,Technology,Internal,8975515000,25405524991,2023 H1,1
S&P 500,USA,Thomas (Tom) A Fanning,32585828665,325858,28665,Male,SOUTHERN CO,No,SO,Chairman/CEO,01/12/2010,24/05/2023,4557,12.48493151,2023,5,2,H1,Utilities - Other,Industrial & Natural Resources,Internal,29279000000,75428595704,2023 H1,1
S&P 500,USA,Ravichandra (Ravi) K Saligram,44764722048,447647,22048,Male,NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016),No,NWL,CEO,02/10/2019,16/05/2023,1322,3.621917808,2023,5,2,H1,Household Products,Consumer,External,9459000000,3712406500,2023 H1,1
S&P 500,USA,Michael (Mike) A Mussallem,9006210156,90062,10156,Male,EDWARDS LIFESCIENCES CORP,No,EW,Chairman/CEO,31/03/2000,11/05/2023,8441,23.1260274,2023,5,2,H1,Health,Healthcare,External,5382400000,55787231235,2023 H1,1
S&P 500,USA,Roger A Krone,8.81228E+11,881227,660090,Male,LEIDOS HOLDINGS INC (SAIC Inc prior to 09/2013),No,LDOS,Chairman/CEO,14/07/2014,03/05/2023,3215,8.808219178,2023,5,2,H1,Engineering & Machinery,Industrial & Natural Resources,External,14396000000,12120099447,2023 H1,1
S&P 500,USA,Richard (Rick) M McVey,4.46102E+11,446101,551122,Male,MARKETAXESS HOLDINGS INC,No,MKTX,Chairman/CEO,11/04/2000,03/04/2023,8392,22.99178082,2023,4,2,H1,Business Services,Technology,External,698951000,14631795976,2023 H1,1
S&P 500,USA,Michael Goettler,2.03343E+13,2033434,3299324,Male,VIATRIS INC (Upjohn Inc prior to 11/2020),No,VTRS,CEO,17/11/2020,01/04/2023,865,2.369863014,2023,4,2,H1,Pharmaceuticals and Biotechnology,Healthcare,External,17886300000,11411621099,2023 H1,1
S&P 500,USA,Richard (Rich) K Templeton,1352030509,13520,30509,Male,TEXAS INSTRUMENTS INC,No,TXN,Chairman/President/CEO,01/05/2004,01/04/2023,6909,18.92876712,2023,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,20028000000,1.6882E+11,2023 H1,1
S&P 500,USA,Michael (Mike) J Schall,18207511060,182075,11060,Male,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),No,ESS,President/CEO,01/01/2011,31/03/2023,4472,12.25205479,2023,3,1,H1,Real Estate,Financial Services,Internal,1440556000,13491426313,2023 H1,1
S&P 500,USA,Howard D Schultz,3523529093,35235,29093,Male,STARBUCKS CORP,No,SBUX,Interim President/CEO,04/04/2022,20/03/2023,350,0.95890411,2023,3,1,H1,Leisure & Hotels,Consumer,Internal,32250300000,1.19556E+11,2023 H1,1
S&P 500,USA,Anders Gustafsson,20445334075,204453,34075,Male,ZEBRA TECHNOLOGIES CORP,No,ZBRA,CEO,04/09/2007,01/03/2023,5657,15.49863014,2023,3,1,H1,Engineering & Machinery,Industrial & Natural Resources,External,5627000000,16352362477,2023 H1,1
S&P 500,USA,Alfred (Al) F Kelly Jr,33689937594,33689,937594,Male,VISA INC,No,V,Chairman/CEO,01/12/2016,01/02/2023,2253,6.17260274,2023,2,1,H1,Speciality & Other Finance,Financial Services,External,29310000000,3.69978E+11,2023 H1,1
S&P 500,USA,Mark Edward Jagiela,48857130437,488571,30437,Male,TERADYNE INC,No,TER,CEO,01/02/2014,01/02/2023,3287,9.005479452,2023,2,1,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,3702881000,16793871554,2023 H1,1
S&P 500,USA,Bret Steven Taylor,1.10803E+11,1108033,69444,Male,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),No,CRM,Vice Chairman/Co-CEO,30/11/2021,31/01/2023,427,1.169863014,2023,1,1,H1,Software & Computer Services,Technology,Internal,26492000000,1.96485E+11,2023 H1,1
S&P 500,USA,Michael (Mike) A Witynski,15904239474,1590423,9474,Male,DOLLAR TREE INC,No,DLTR,President/CEO,20/07/2020,28/01/2023,922,2.526027397,2023,1,1,H1,General Retailers,Consumer,Internal,26321200000,31149947149,2023 H1,1
S&P 500,USA,Steven (Steve) J Demetriou,34993217251,349932,17251,Male,JACOBS SOLUTIONS INC (Jacobs Engineering Group Inc prior to 08/2022),No,J,Chairman/CEO,17/08/2015,24/01/2023,2717,7.443835616,2023,1,1,H1,Construction & Building Materials,Industrial & Natural Resources,External,14922825000,15875152960,2023 H1,1
S&P 500,USA,Wilmot Reed Hastings Jr,18208893427,182088,93427,Male,NETFLIX INC,No,NFLX,Chairman/President/Co-CEO,01/09/1998,13/01/2023,8900,24.38356164,2023,1,1,H1,Media & Entertainment,Consumer,Internal,29697844000,1.50754E+11,2023 H1,1
S&P 500,USA,Brian J Humphries,5158427256,515842,7256,Male,COGNIZANT TECHNOLOGY SOLUTIONS CORP,No,CTSH,CEO,01/04/2019,12/01/2023,1382,3.78630137,2023,1,1,H1,Software & Computer Services,Technology,External,18507000000,31033867547,2023 H1,1
S&P 500,USA,Michael H McGarry,62411324887,624113,24887,Male,PPG INDUSTRIES INC,No,PPG,Chairman/CEO,01/09/2015,01/01/2023,2679,7.339726027,2023,1,1,H1,Chemicals,Industrial & Natural Resources,Internal,17652000000,32550086931,2023 H1,1
S&P 500,USA,Thomas (Tom) L Williams,50214223834,502142,23834,Male,PARKER-HANNIFIN CORP,No,PH,Chairman/CEO,01/02/2015,01/01/2023,2891,7.920547945,2023,1,1,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,15861608000,41127861189,2023 H1,1
S&P 500,USA,Carlos A Rodriguez,7452223101,745222,3101,Male,AUTOMATIC DATA PROCESSING INC (ADP),No,ADP,CEO,08/11/2011,01/01/2023,4072,11.15616438,2023,1,1,H1,Business Services,Technology,Internal,16498300000,94968595296,2023 H1,1
S&P 500,USA,Gary W Rollins,14166926519,141669,26519,Male,ROLLINS INC,No,ROL,Chairman/CEO,24/07/2001,01/01/2023,7831,21.45479452,2023,1,1,H1,Consumer Services,Consumer,Internal,2695823000,18472808988,2023 H1,1
S&P 500,USA,Robert (Bob) C Biesterfeld Jr,16567636438,1656763,6438,Male,CH ROBINSON WORLDWIDE INC,No,"CHRW, CHRWD",President/CEO,09/05/2019,31/12/2022,1332,3.649315068,2022,12,4,H2,Transport,Industrial & Natural Resources,Internal,23102138000,12285925722,2022 H2,1
S&P 500,USA,Daniel (Dan) Scott Glaser,59284519713,592845,19713,Male,MARSH & MCLENNAN COMPANIES INC,No,MMC,President/CEO,01/01/2013,31/12/2022,3651,10.00273973,2022,12,4,H2,Insurance,Financial Services,Internal,19820000000,86987667114,2022 H2,1
S&P 500,USA,Gary L Coleman,5894130937,58941,30937,Male,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),No,GL,Co-Chairman/Co-CEO,01/06/2012,31/12/2022,3865,10.5890411,2022,12,4,H2,Insurance,Financial Services,Internal,5112869000,11359703693,2022 H2,1
S&P 500,USA,Larry Mac Hutchison,5894630937,58946,30937,Male,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),No,GL,Co-Chairman/Co-CEO,01/06/2012,31/12/2022,3865,10.5890411,2022,12,4,H2,Insurance,Financial Services,Internal,5112869000,11359703693,2022 H2,1
S&P 500,USA,Nicholas (Nick) K Akins,5335551809,533555,1809,Male,AMERICAN ELECTRIC POWER CO INC,No,AEP,Chairman/CEO,12/11/2011,31/12/2022,4067,11.14246575,2022,12,4,H2,Utilities - Other,Industrial & Natural Resources,Internal,16792000000,48585810754,2022 H2,1
S&P 500,USA,Christopher (Chris) Mark Crane,53495411376,534954,11376,Male,EXELON CORP,No,EXC,CEO,12/03/2012,30/12/2022,3945,10.80821918,2022,12,4,H2,Utilities - Other,Industrial & Natural Resources,Internal,36347000000,41632822346,2022 H2,1
S&P 500,USA,Gary A Norcross,5165216382,516521,6382,Male,FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006),No,"CEY, FIS",Chairman/CEO,01/01/2015,16/12/2022,2906,7.961643836,2022,12,4,H2,Business Services,Technology,Internal,13877000000,46161954779,2022 H2,1
S&P 500,USA,Arthur (Bill) William Stein,3.74956E+11,374955,641924,Male,DIGITAL REALTY TRUST INC,No,DLR,CEO,23/11/2014,13/12/2022,2942,8.060273973,2022,12,4,H2,Real Estate,Financial Services,Internal,4427882000,33126878914,2022 H2,1
S&P 500,USA,Steven (Steve) E Rendle,83180532574,831805,32574,Male,VF CORP,No,VFC,Chairman (Executive)/President/CEO,01/01/2017,02/12/2022,2161,5.920547945,2022,12,4,H2,Clothing & Personal Products,Consumer,Internal,11841840000,12098005056,2022 H2,1
S&P 500,USA,Thomas (Tom) M Rutledge,3.34487E+12,334487,1661731,Male,CHARTER COMMUNICATIONS INC (Spectrum),No,CHTR,Chairman/CEO,13/02/2012,30/11/2022,3943,10.80273973,2022,11,4,H2,Telecommunication Services,Technology,Internal,51682000000,62017682652,2022 H2,1
S&P 500,USA,Robert (Bob) A Chapek,1.145E+11,1144998,33048,Male,WALT DISNEY CO,No,DIS,CEO,24/02/2020,20/11/2022,1000,2.739726027,2022,11,4,H2,Media & Entertainment,Consumer,Internal,67418000000,2.06783E+11,2022 H2,1
S&P 500,USA,Ozan Dokmecioglu,1.72808E+13,1728076,1057037,Male,KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018),No,KDP,President/CEO,29/07/2022,09/11/2022,103,0.282191781,2022,11,4,H2,Beverages,Consumer,Internal,12683000000,49887452289,2022 H2,1
S&P 500,USA,Todd J Vasos,4.8771E+12,487710,1605214,Male,DOLLAR GENERAL CORP,No,DG,CEO,03/06/2015,01/11/2022,2708,7.419178082,2022,11,4,H2,General Retailers,Consumer,Internal,34220449000,51729619118,2022 H2,1
S&P 500,USA,Leo P Denault,20485510750,204855,10750,Male,ENTERGY CORP,No,ETR,Chairman/CEO,01/02/2013,01/11/2022,3560,9.753424658,2022,11,4,H2,Utilities - Other,Industrial & Natural Resources,Internal,11742896000,22502240541,2022 H2,1
S&P 500,USA,Stephen (Steve) H Rusckowski,3724625578,37246,25578,Male,QUEST DIAGNOSTICS INC,No,DGX,Chairman/President/CEO,01/05/2012,01/11/2022,3836,10.50958904,2022,11,4,H2,Health,Healthcare,External,10788000000,16259144083,2022 H2,1
S&P 500,USA,Martin Mucci,3915123945,39151,23945,Male,PAYCHEX INC,No,PAYX,Chairman/CEO,30/09/2010,14/10/2022,4397,12.04657534,2022,10,4,H2,Business Services,Technology,Internal,4611700000,43736415177,2022 H2,1
S&P 500,USA,Thomas (Tom) M Herzog,37197314483,371973,14483,Male,HEALTHPEAK PROPERTIES INC (HCP Inc prior to 11/2019),No,PEAK,CEO,01/01/2017,06/10/2022,2104,5.764383562,2022,10,4,H2,Real Estate,Financial Services,Internal,1896184000,12909026558,2022 H2,1
S&P 500,USA,James (Jim) M Foote,3310948383,331094,8383,Male,CSX CORP,No,CSX,President/CEO,22/12/2017,26/09/2022,1739,4.764383562,2022,9,3,H2,Transport,Industrial & Natural Resources,External,12522000000,61001389271,2022 H2,1
S&P 500,USA,Steven (Steve) E Strah,1.36095E+11,1360953,11964,Male,FIRSTENERGY CORP,No,FE,President/CEO,08/03/2021,16/09/2022,557,1.526027397,2022,9,3,H2,Utilities - Other,Industrial & Natural Resources,Internal,11132000000,21843830814,2022 H2,1
S&P 500,USA,Michael (Mike) C Kaufmann,5172775811,517277,5811,Male,CARDINAL HEALTH INC,No,CAH,CEO,01/01/2018,01/09/2022,1704,4.668493151,2022,9,3,H2,Health,Healthcare,Internal,1.81364E+11,21032325742,2022 H2,1
S&P 500,USA,Thomas (Todd) Patrick Gibbons,4.85452E+11,485451,945834,Male,BANK OF NEW YORK MELLON CORP (THE),No,BK,CEO,30/03/2020,31/08/2022,884,2.421917808,2022,8,3,H2,Banks,Financial Services,Internal,15931000000,34521636621,2022 H2,1
S&P 500,USA,Doctor Ralph J Izzo,20400725378,204007,25378,Male,PUBLIC SERVICE ENTERPRISE GROUP INC,No,PEG,Chairman/President/CEO,01/04/2007,31/08/2022,5631,15.42739726,2022,8,3,H2,Utilities - Other,Industrial & Natural Resources,Internal,9722000000,29685015019,2022 H2,1
S&P 500,USA,Arnold Wayne Donald,352645867,35264,5867,Male,CARNIVAL CORP,No,CCL,President/CEO/Chief Climate Officer,03/07/2013,01/08/2022,3316,9.084931507,2022,8,3,H2,Leisure & Hotels,Consumer,External,1908000000,10887836086,2022 H2,1
S&P 500,USA,Norman (Tom) Thomas Linebarger,2037768426,203776,8426,Male,CUMMINS INC,No,CMI,Chairman/CEO,01/01/2012,01/08/2022,3865,10.5890411,2022,8,3,H2,Engineering & Machinery,Industrial & Natural Resources,Internal,24021000000,33346876476,2022 H2,1
S&P 500,USA,Stephen (Steve) A Richardson,10850071354,1085007,1354,Male,ALEXANDRIA REAL ESTATE EQUITIES INC,No,ARE,Co-CEO,23/04/2018,31/07/2022,1560,4.273972603,2022,7,3,H2,Real Estate,Financial Services,Internal,2114150000,23470223522,2022 H2,1
S&P 500,USA,David (Dave) D Petratis,3.22696E+12,322696,2018327,Male,ALLEGION PLC,No,ALLE,Chairman/President/CEO,18/11/2013,11/07/2022,3157,8.649315068,2022,7,3,H2,Business Services,Technology,External,2867400000,10005964449,2022 H2,1
S&P 500,USA,Gregory (Greg) D Carmichael,203638324,203638,324,Male,FIFTH THIRD BANCORP,No,FITB,Chairman/CEO,01/11/2015,05/07/2022,2438,6.679452055,2022,7,3,H2,Banks,Financial Services,Internal,8329000000,24905884883,2022 H2,1
