index,country,person_name,unique_id,individual_id,company_id,gender,company_name,dual_listed,ticker,role_name,role_start_date,role_end_date,tenure_days,tenure_year,start_year,start_month,start_quarter,start_half,sector_bx,industry,appointment,revenue,market_cap,half_year,count
S&P 500,USA,Walter J Lynch,6224231966,622423,1966,Male,AMERICAN WATER WORKS CO INC,No,AWK,President/CEO,01/04/2020,00:00.0,672,1.84109589,2020,4,2,H1,Utilities - Other,Industrial & Natural Resources,Internal,3792000000,27722116296,2020 H1,1
S&P/TSX Composite,Canada,Dax Dasilva,1.70616E+13,1706156,3005826,Male,LIGHTSPEED COMMERCE INC (Lightspeed POS Inc prior to 08/2021),No,LSPD,CEO,08/03/2019,00:00.0,1062,2.909589041,2019,3,1,H1,Software & Computer Services,Technology,External,730506000,2462117483,2019 H1,1
S&P/TSX Composite,Canada,Anthony (Tony) Paul Makuch,4928101072,492810,1072,Male,AGNICO EAGLE MINES LTD,No,"AEM, AGE",CEO,08/02/2022,00:00.0,15,0.04109589,2022,2,1,H1,Mining,Industrial & Natural Resources,External,5741162000,23835722661,2022 H1,1
S&P/TSX Composite,Canada,Jean-Jacques (JJ) Ruest,5407426129,540742,6129,Male,CANADIAN NATIONAL RAILWAY CO,No,CNR,President/CEO,24/07/2018,00:00.0,1315,3.602739726,2018,7,3,H2,Transport,Industrial & Natural Resources,Internal,12627798134,77730322959,2018 H2,1
HANG SENG,Hong Kong,Yong Zhang,2.0382E+13,2038203,2921605,Male,HAIDILAO INTERNATIONAL HOLDING LTD,No,6862,Chairman/CEO,26/09/2018,00:00.0,1252,3.430136986,2018,9,3,H2,Leisure & Hotels,Consumer,External,6469751654,12050224679,2018 H2,1
S&P 500,USA,Stephen (Steve) F Angel,4.70463E+11,47046,2938617,Male,LINDE PLC,No,LIN,CEO,29/10/2018,00:00.0,1219,3.339726027,2018,10,4,H2,Oil & Gas,Industrial & Natural Resources,External,33364000000,1.78468E+11,2018 H2,1
FTSE 100,UK,Roland Diggelmann,1.26329E+11,1263287,28295,Male,SMITH & NEPHEW PLC,No,SN.,CEO,01/11/2019,00:00.0,881,2.41369863,2019,11,4,H2,Health,Healthcare,Internal,5215000000,12966867285,2019 H2,1
Nikkei 225,Japan,Jeng-Wu Tai,1.37917E+11,1379165,27747,Male,SHARP CORPORATION,No,6753,Chairman/CEO,20/06/2018,00:00.0,1381,3.783561644,2018,6,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,External,20502468555,3685001578,2018 H1,1
Nikkei 225,Japan,Masatoshi Kaku,1.37313E+11,1373125,23023,Male,OJI HOLDINGS CORPORATION (Oji Paper Co Ltd prior to 10/2012),No,3861,President/Group CEO (Representative Director),01/04/2019,00:00.0,1096,3.002739726,2019,4,2,H1,Forestry & Paper,Industrial & Natural Resources,Internal,12078087277,3680528165,2019 H1,1
Nikkei 225,Japan,Ryoichi Oka,1.78923E+11,1789232,20864,Male,MITSUI E&S CO LTD (Mitsui E&S Holdings Co Ltd prior to 04/2023),No,7003,President/CEO (Representative Director),01/04/2020,00:00.0,730,2,2020,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,4759756895,332088459,2020 H1,1
Nikkei 225,Japan,Jun Seki,1.19418E+11,1194180,22191,Male,NIDEC CORP,No,6594,President/CEO (Representative Director),22/06/2021,00:00.0,283,0.775342466,2021,6,2,H1,Information Technology Hardware,Technology,Internal,15758731857,31658180990,2021 H1,1
S&P/TSX Composite,Canada,Michael (Mike) Jon Gordon,1.19992E+13,1199919,1561054,Male,ALTUS GROUP LTD (Altus Group Income Fund prior to 01/2011),No,AIF,CEO,30/09/2020,00:00.0,548,1.501369863,2020,9,3,H2,Business Services,Technology,External,542884594,1470379531,2020 H2,1
S&P 500,USA,Donald (Don) M Casey Jr,5906569023,590656,9023,Male,DENTSPLY SIRONA INC (DENTSPLY International Inc prior to 02/2016),No,XRAY,CEO,12/02/2018,00:00.0,1527,4.183561644,2018,2,1,H1,Health,Healthcare,External,3922000000,8192082003,2018 H1,1
FTSE 250,UK,Kashyap (Kash) Pandya,3.34004E+12,334004,3096073,Male,HELIOS TOWERS PLC,No,HTWS,CEO,15/10/2019,00:00.0,926,2.536986301,2019,10,4,H2,Telecommunication Services,Technology,External,560700000,1156856112,2019 H2,1
HANG SENG,Hong Kong,Keqiang Xu,1.88678E+13,1886775,1014226,Male,CNOOC LTD,No,883,CEO,19/11/2019,00:00.0,891,2.44109589,2019,11,4,H2,Oil & Gas,Industrial & Natural Resources,Internal,61210169384,66050566457,2019 H2,1
S&P 500,USA,Richard (Ritch) E Allison Jr,1.11051E+11,1110512,90132,Male,DOMINO'S PIZZA INC,No,DPZ,CEO,01/07/2018,00:00.0,1399,3.832876712,2018,7,3,H2,Leisure & Hotels,Consumer,Internal,4537158000,11799525421,2018 H2,1
FTSE 250,UK,Tobias Karl Moers,1.33497E+13,1334971,2924599,Male,ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,No,AML,CEO,01/08/2020,00:00.0,641,1.756164384,2020,8,3,H2,Automobiles & Parts,Industrial & Natural Resources,External,1671269625,3083562906,2020 H2,1
S&P 500,USA,Andrew M Meslow,1.26313E+11,1263126,18892,Male,BATH & BODY WORKS INC (L Brands Inc prior to 08/2021),No,BBWI,CEO,14/05/2020,00:00.0,728,1.994520548,2020,5,2,H1,General Retailers,Consumer,Internal,7560000000,8560148646,2020 H1,1
FTSE 250,UK,Doctor Sigurdur (Siggi) Oli Olafsson,1.08584E+12,1085844,804937,Male,HIKMA PHARMACEUTICALS PLC,No,HIK,CEO,20/02/2018,00:00.0,1554,4.257534247,2018,2,1,H1,Pharmaceuticals and Biotechnology,Healthcare,External,2517000000,5212087306,2018 H1,1
FTSE 250,UK,Peter Paul Pritchard,1.0002E+13,1000199,2053199,Male,PETS AT HOME GROUP PLC,No,PETS,Group CEO,27/04/2018,00:00.0,1495,4.095890411,2018,4,2,H1,General Retailers,Consumer,Internal,1739354456,2200002815,2018 H1,1
S&P 500,USA,Sharmistha (Shar) Dubey,1.65144E+11,1651441,32019,Female,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),No,MTCH,CEO,30/06/2020,00:00.0,700,1.917808219,2020,6,2,H1,Business Services,Technology,Internal,3188843000,11453090688,2020 H1,1
S&P 500,USA,Shacey Petrovic,1.51922E+12,1519215,862492,Female,INSULET CORPORATION,No,PODD,President/CEO,01/01/2019,00:00.0,1247,3.416438356,2019,1,1,H1,Health,Healthcare,Internal,1305300000,19359061664,2019 H1,1
S&P/TSX Composite,Canada,Michael (Mike) McQuade,2.00798E+13,2007977,3330834,Male,ALGOMA STEEL GROUP INC (Legato Merger Corp prior to 10/2021),No,ASTL,CEO,19/10/2021,00:00.0,225,0.616438356,2021,10,4,H2,Steel & Other Metals,Industrial & Natural Resources,External,3806000000,740792045,2021 H2,1
S&P/TSX Composite,Canada,Mark Poweska,1.6015E+13,1601502,2506815,Male,HYDRO ONE LTD,No,H,President/CEO,10/05/2019,00:00.0,1138,3.117808219,2019,5,2,H1,Electricity,Industrial & Natural Resources,External,5742928010,16903537184,2019 H1,1
Nikkei 225,Japan,Jun Sawada,1.39209E+11,1392086,22250,Male,NIPPON TELEGRAPH AND TELEPHONE CORP (NTT),No,9432,President/CEO (Representative Director),26/06/2018,00:00.0,1459,3.997260274,2018,6,2,H1,Telecommunication Services,Technology,Internal,99871121499,1.04938E+11,2018 H1,1
ASX 200,Australia,Darren Holland,1.39278E+13,1392780,3302675,Male,HOMECO DAILY NEEDS REIT,No,HDN,CEO,04/03/2022,00:00.0,118,0.323287671,2022,3,1,H1,Real Estate,Financial Services,External,137032191,1618001834,2022 H1,1
S&P/TSX Composite,Canada,Mark S Little,88867029542,888670,29542,Male,SUNCOR ENERGY INC (Formerly known as SUNCOR INC),No,SU,President/CEO,02/05/2019,00:00.0,1163,3.18630137,2019,5,2,H1,Oil & Gas,Industrial & Natural Resources,Internal,43158325451,37225186502,2019 H1,1
FTSE 250,UK,Paul Simmons,1.75103E+11,1751027,14801,Male,HILL & SMITH PLC (Hill & Smith Hldgs PLC prior to 11/2022),No,HILS,Group CEO,12/11/2020,00:00.0,613,1.679452055,2020,11,4,H2,Engineering & Machinery,Industrial & Natural Resources,External,885657975,1531010799,2020 H2,1
HANG SENG,Hong Kong,Yi (David) Li,1.70152E+13,1701522,1738591,Male,SINO BIOPHARMACEUTICAL LIMITED,No,1177,President/CEO,19/08/2020,00:00.0,708,1.939726027,2020,8,3,H2,Pharmaceuticals and Biotechnology,Healthcare,External,4172261311,8260037826,2020 H2,1
S&P 500,USA,Stephen (Steve) A Richardson,10850071354,1085007,1354,Male,ALEXANDRIA REAL ESTATE EQUITIES INC,No,ARE,Co-CEO,23/04/2018,00:00.0,1560,4.273972603,2018,4,2,H1,Real Estate,Financial Services,Internal,2588962000,20242593891,2018 H1,1
ASX 200,Australia,Elizabeth Anne Gaines,3.37078E+11,337077,599319,Female,FORTESCUE METALS GROUP LTD,No,FMG,CEO/MD,19/02/2018,00:00.0,1624,4.449315068,2018,2,1,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,17390000000,44380875320,2018 H1,1
Nikkei 225,Japan,Sugimori Tsutomu,1.46903E+13,1469029,1815438,Male,ENEOS HOLDINGS INC (JXTG Holdings Inc prior to 06/2020),No,5020,Chairman/Group CEO (Representative Director),25/06/2020,00:00.0,778,2.131506849,2020,6,2,H1,Oil & Gas,Industrial & Natural Resources,Internal,89727896217,10497914642,2020 H1,1
DAX,Germany,Doctor Herbert Diess,55324632910,553246,32910,Male,VOLKSWAGEN AG,No,"VOW, VOW3",Chairman (Executive)/Group CEO,13/04/2018,00:00.0,1601,4.38630137,2018,4,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,2.98992E+11,76020402203,2018 H1,1
S&P 500,USA,Thomas (Todd) Patrick Gibbons,4.85452E+11,485451,945834,Male,BANK OF NEW YORK MELLON CORP (THE),No,BK,CEO,30/03/2020,00:00.0,884,2.421917808,2020,3,1,H1,Banks,Financial Services,Internal,16377000000,34583789310,2020 H1,1
S&P 500,USA,Michael (Mike) C Kaufmann,5172775811,517277,5811,Male,CARDINAL HEALTH INC,No,CAH,CEO,01/01/2018,00:00.0,1704,4.668493151,2018,1,1,H1,Health,Healthcare,Internal,1.81364E+11,23997340154,2018 H1,1
S&P 500,USA,Steven (Steve) E Strah,1.36095E+11,1360953,11964,Male,FIRSTENERGY CORP,No,FE,President/CEO,08/03/2021,00:00.0,557,1.526027397,2021,3,1,H1,Utilities - Other,Industrial & Natural Resources,Internal,12459000000,22389329532,2021 H1,1
ASX 200,Australia,Sean Hallahan,1.94696E+13,1946964,2311828,Male,COSTA GROUP HOLDINGS LTD,No,CGC,CEO/MD,31/03/2021,00:00.0,544,1.490410959,2021,3,1,H1,Food Producers & Processors,Consumer,Internal,925548983,1011228801,2021 H1,1
ASX 200,Australia,Graeme Peter Hunt,5.02651E+11,502650,874263,Male,AGL ENERGY LTD,No,AGL,CEO/MD,01/07/2021,00:00.0,456,1.249315068,2021,7,3,H2,Utilities - Other,Industrial & Natural Resources,Internal,9117778571,4971114046,2021 H2,1
ASX 200,Australia,Robert (Rob) Anthony Wheals,1.1985E+12,1198501,925140,Male,APA GROUP (Australian Pipeline Trust prior to 12/2006),No,APA,CEO/MD,06/07/2019,00:00.0,1182,3.238356164,2019,7,3,H2,Oil & Gas,Industrial & Natural Resources,Internal,1884367111,7710317432,2019 H2,1
FTSE 100,UK,Laxman Narasimhan,1.51992E+11,1519924,25873,Male,RECKITT BENCKISER GROUP PLC,No,"RB., RKT",Group CEO,01/09/2019,00:00.0,1125,3.082191781,2019,9,3,H2,Household Products,Consumer,External,17484516750,53103338060,2019 H2,1
FTSE 250,UK,Andrew James Formica,4.86341E+12,486341,1044453,Male,JUPITER FUND MANAGEMENT PLC (Jupiter Investment Management Holdings Ltd prior to 06/2010),No,JUP,CEO,01/03/2019,00:00.0,1310,3.589041096,2019,3,1,H1,Speciality & Other Finance,Financial Services,External,536524125,687627038,2019 H1,1
FTSE 250,UK,Andrew (Andy) James Bell,1.44849E+13,1448493,2958982,Male,AJ BELL PLC,No,AJB,CEO,07/12/2018,00:00.0,1394,3.819178082,2018,12,4,H2,Speciality & Other Finance,Financial Services,Internal,182897490,1612616073,2018 H2,1
ASX 200,Australia,Zlatko Todorcevski,8904004827,890400,4827,Male,BORAL LIMITED,No,BLD,CEO/MD,01/07/2020,00:00.0,828,2.268493151,2020,7,3,H2,Construction & Building Materials,Industrial & Natural Resources,External,2695127347,2963012035,2020 H2,1
FTSE 100,UK,John William Foley,1.0943E+13,1094295,3097289,Male,M&G PLC,No,MNG,CEO,21/10/2019,00:00.0,1085,2.97260274,2019,10,4,H2,Speciality & Other Finance,Financial Services,External,20980677824,5505037279,2019 H2,1
FTSE 250,UK,Dominic Paul,10824409494,1082440,9494,Male,DOMINO'S PIZZA GROUP PLC,No,DOM,CEO,01/05/2020,00:00.0,892,2.443835616,2020,5,2,H1,Leisure & Hotels,Consumer,External,723397518,1474611787,2020 H1,1
FTSE 250,UK,Doctor Paul William Feeney,1.19888E+13,1198883,2830562,Male,QUILTER PLC,No,QLT,CEO,25/06/2018,00:00.0,1589,4.353424658,2018,6,2,H1,Speciality & Other Finance,Financial Services,External,20980677824,1400489294,2018 H1,1
S&P 500,USA,Ozan Dokmecioglu,1.72808E+13,1728076,1057037,Male,KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018),No,KDP,President/CEO,29/07/2022,00:00.0,103,0.282191781,2022,7,3,H2,Beverages,Consumer,Internal,14057000000,45180543691,2022 H2,1
ASX 200,Australia,Grant Lewis Kelley,1.13049E+13,1130485,1742458,Male,VICINITY CENTRES (Federation Centres prior to 11/2015),No,VCX,CEO/MD,01/01/2018,00:00.0,1780,4.876712329,2018,1,1,H1,Real Estate,Financial Services,External,815434640,5540999404,2018 H1,1
S&P 500,USA,Robert (Bob) A Chapek,1.145E+11,1144998,33048,Male,WALT DISNEY CO,No,DIS,CEO,24/02/2020,00:00.0,1000,2.739726027,2020,2,1,H1,Media & Entertainment,Consumer,Internal,82722000000,1.62164E+11,2020 H1,1
ASX 200,Australia,George Frazis,5.52644E+11,552643,641726,Male,BANK OF QUEENSLAND LTD,No,"BOQ, BOQDA",CEO/MD,05/09/2019,00:00.0,1180,3.232876712,2019,9,3,H2,Banks,Financial Services,External,1150525606,2409677545,2019 H2,1
FTSE 100,UK,Nicholas (Nick) Jonathan Read,64458132876,644581,32876,Male,VODAFONE GROUP PLC (Vodafone Airtouch PLC prior to 07/2000),No,VOD,Group CEO,01/10/2018,00:00.0,1552,4.252054795,2018,10,4,H2,Telecommunication Services,Technology,Internal,49556089555,24378023509,2018 H2,1
Nifty 50,India,Shri Subhash Kumar,1.92921E+12,1929207,813161,Male,OIL & NATURAL GAS CORPORATION LIMITED (ONGC LTD),No,ONGC,Chairman/CEO/MD/Director - Finance,31/03/2021,00:00.0,640,1.753424658,2021,3,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,71027050695,25144001056,2021 H1,1
S&P 500,USA,Robert (Bob) C Biesterfeld Jr,16567636438,1656763,6438,Male,CH ROBINSON WORLDWIDE INC,No,"CHRW, CHRWD",President/CEO,09/05/2019,00:00.0,1332,3.649315068,2019,5,2,H1,Transport,Industrial & Natural Resources,Internal,24696625000,11055285853,2019 H1,1
S&P 500,USA,Brian J Humphries,5158427256,515842,7256,Male,COGNIZANT TECHNOLOGY SOLUTIONS CORP,No,CTSH,CEO,01/04/2019,00:00.0,1382,3.78630137,2019,4,2,H1,Software & Computer Services,Technology,External,19428000000,32836328790,2019 H1,1
FTSE 250,UK,Penelope (Penny) Jane James,6.24169E+12,624169,1895154,Female,DIRECT LINE INSURANCE GROUP PLC,No,DLG,CEO,09/05/2019,00:00.0,1359,3.723287671,2019,5,2,H1,Insurance,Financial Services,Internal,3829826550,2240991584,2019 H1,1
S&P 500,USA,Michael (Mike) A Witynski,15904239474,1590423,9474,Male,DOLLAR TREE INC,No,DLTR,President/CEO,20/07/2020,00:00.0,922,2.526027397,2020,7,3,H2,General Retailers,Consumer,Internal,28331700000,31798303543,2020 H2,1
S&P 500,USA,Bret Steven Taylor,1.10803E+11,1108033,69444,Male,SALESFORCE INC (Salesforce.com Inc prior to 04/2022),No,CRM,Vice Chairman/Co-CEO,30/11/2021,00:00.0,427,1.169863014,2021,11,4,H2,Software & Computer Services,Technology,Internal,31352000000,2.04681E+11,2021 H2,1
ASX 200,Australia,Steven (Steve) Martin Vamos,1.01432E+13,1014315,1657914,Male,XERO LTD (Xero Live Ltd prior to 05/2008),No,XRO,CEO,01/04/2018,00:00.0,1767,4.84109589,2018,4,2,H1,Software & Computer Services,Technology,External,875724607,11780873431,2018 H1,1
S&P/TSX Composite,Canada,José (Jos) Eduardo Cil,1.20139E+13,1201387,1827056,Male,RESTAURANT BRANDS INTERNATIONAL INC (Burger King Worldwide Inc prior to 12/2014),No,QSR,CEO,23/01/2019,00:00.0,1498,4.104109589,2019,1,1,H1,Leisure & Hotels,Consumer,Internal,6505000000,23543772456,2019 H1,1
ASX 200,Australia,Vincent English,1.68275E+13,1682745,2378275,Male,MEGAPORT LTD,No,MP1,CEO,01/03/2020,00:00.0,1101,3.016438356,2020,3,1,H1,Software & Computer Services,Technology,Internal,75675286,735273805,2020 H1,1
Nifty 50,India,Uday Suresh Kotak,7.74428E+11,774427,933376,Male,KOTAK MAHINDRA BANK LTD (Kotak Mahindra Finance Ltd prior to 04/2003),No,KOTAKBANK,CEO/MD,01/05/2018,00:00.0,1782,4.882191781,2018,5,2,H1,Banks,Financial Services,Internal,7778603388,45014311584,2018 H1,1
Nikkei 225,Japan,Hitoshi Nagasawa,1.35124E+11,1351241,22254,Male,NIPPON YUSEN KABUSHIKI KAISHA (Nippon Yusen Kaisha),No,9101,President/CEO (Representative Director),29/06/2020,00:00.0,1005,2.753424658,2020,6,2,H1,Transport,Industrial & Natural Resources,Internal,18737675337,11822749309,2020 H1,1
Nikkei 225,Japan,Tsutomu Isobe,13803791688,1380379,1688,Male,AMADA CO LTD (Amada Holdings Co Ltd prior to 04/2020),No,6113,President/CEO (Representative Director),01/04/2020,00:00.0,1095,3,2020,4,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,2568637456,3517984751,2020 H1,1
Nikkei 225,Japan,Yoshihide Hata,1.39741E+11,1397407,22233,Male,NH FOODS LTD (Nippon Meat Packers Inc prior to 06/2014),No,2282,President/CEO (Representative Director),29/01/2018,00:00.0,1888,5.17260274,2018,1,1,H1,Food Producers & Processors,Consumer,Internal,9648176519,2797312086,2018 H1,1
Nikkei 225,Japan,Kenji Yasukawa,1.09566E+11,1095655,33926,Male,ASTELLAS PHARMA INC (Yamanouchi Pharmaceutical Co prior to 04/2005),No,4503,Chairman/President/CEO (Representative Director),01/04/2018,00:00.0,1826,5.002739726,2018,4,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,10648609125,25764372821,2018 H1,1
Nikkei 225,Japan,Takashi Uchida,1.26993E+11,1269932,30859,Male,TOKYO GAS CO LTD,No,9531,President/CEO (Representative Corporate Executive Officer),01/04/2018,00:00.0,1826,5.002739726,2018,4,2,H1,Utilities - Other,Industrial & Natural Resources,Internal,17623836160,9519486572,2018 H1,1
Nikkei 225,Japan,Akira Marumoto,1.37314E+11,1373137,19900,Male,MAZDA MOTOR CORPORATION,No,7261,President/CEO (Representative Director),26/06/2018,00:00.0,1740,4.767123288,2018,6,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,25635183874,6052260780,2018 H1,1
Nikkei 225,Japan,Kazuhiro Kashio,13811275992,1381127,5992,Male,CASIO COMPUTER CO LTD,No,6952,Chairman/President/CEO (Representative Director),28/06/2018,00:00.0,1738,4.761643836,2018,6,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,2072947886,2038007685,2018 H1,1
Nikkei 225,Japan,Yasuo Takeuchi,1.24942E+12,1249423,912518,Male,OLYMPUS CORP (Olympus Optical Co prior to 10/2003),No,7733,President/CEO (Representative Executive Officer),25/06/2019,00:00.0,1376,3.769863014,2019,6,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,7138164771,19760402892,2019 H1,1
Nikkei 225,Japan,Masao Fujikura,1.74743E+11,1747427,20854,Male,MITSUBISHI LOGISTICS CORPORATION,No,9301,President/CEO (Representative Director),01/06/2021,00:00.0,669,1.832876712,2021,6,2,H1,Transport,Industrial & Natural Resources,Internal,2113269492,1973632804,2021 H1,1
Nikkei 225,Japan,Seiji Inagaki,1.2696E+13,1269598,1745830,Male,DAI-ICHI LIFE HOLDINGS INC (Dai-Ichi Life Insurance Co Ltd prior to 10/2016),No,8750,President/CEO (Representative Director),01/04/2022,00:00.0,365,1,2022,4,2,H1,Life Assurance,Financial Services,Internal,67446742057,19617730159,2022 H1,1
S&P 500,USA,Michael Goettler,2.03343E+13,2033434,3299324,Male,VIATRIS INC (Upjohn Inc prior to 11/2020),No,VTRS,CEO,17/11/2020,00:00.0,865,2.369863014,2020,11,4,H2,Pharmaceuticals and Biotechnology,Healthcare,External,16262700000,11792459892,2020 H2,1
S&P/TSX Composite,Canada,Maryse Bélanger,1.19735E+11,1197352,15361,Female,IAMGOLD CORP,No,IMG,Chair/Interim President/CEO,03/05/2022,00:00.0,335,0.917808219,2022,5,2,H1,Mining,Industrial & Natural Resources,Internal,958800000,1223819399,2022 H1,1
FTSE 250,UK,Joanna (Jo) Christine Hallas,1.27039E+11,1270387,19280,Female,TYMAN PLC (Lupus Capital PLC prior to 02/2013),No,"LUP, TYMN",CEO,01/04/2019,00:00.0,1466,4.016438356,2019,4,2,H1,Construction & Building Materials,Industrial & Natural Resources,External,865576125,620088136,2019 H1,1
S&P/TSX Composite,Canada,Worthing F Jackman,2.71325E+12,271325,1226156,Male,WASTE CONNECTIONS INC (Progressive Waste Solutions Ltd prior to 06/2016),No,WCN,President/CEO,25/07/2019,00:00.0,1368,3.747945205,2019,7,3,H2,Business Services,Technology,Internal,7211859000,36090167327,2019 H2,1
HANG SENG,Hong Kong,Bo (Jason) Yao,8.83454E+11,883453,643294,Male,PING AN INSURANCE (GROUP) CO OF CHINA LTD,No,"2318, 601318",Executive VP/Co-CEO,01/07/2020,00:00.0,1029,2.819178082,2020,7,3,H2,Insurance,Financial Services,Internal,1.77058E+11,1.17325E+11,2020 H2,1
ASX 200,Australia,Steven (Steve) Anthony Cain,2.35023E+11,23502,2950743,Male,COLES GROUP LTD,No,COL,CEO/MD,21/11/2018,00:00.0,1621,4.44109589,2018,11,4,H2,Food & Drug Retailers,Consumer,External,27599627437,16131229601,2018 H2,1
S&P/TSX Composite,Canada,Jay John Forbes,5.49036E+12,549036,1746050,Male,ELEMENT FLEET MANAGEMENT CORP (Element Financial Corp prior to 10/2016),No,"EFN, EFN.PR.A, EFN.PR.C",President/CEO,01/06/2018,00:00.0,1804,4.942465753,2018,6,2,H1,Speciality & Other Finance,Financial Services,Internal,835639577,6070820621,2018 H1,1
HANG SENG,Hong Kong,Lei Xu,2.10301E+13,2103005,2070096,Male,JD.COM INC,No,9618,CEO,07/04/2022,00:00.0,399,1.093150685,2022,4,2,H1,General Retailers,Consumer,Internal,15167155999,48370536660,2022 H1,1
FTSE 250,UK,Simon John Thompson,1.0956E+13,1095598,1993672,Male,INTERNATIONAL DISTRIBUTIONS SERVICES PLC (Royal Mail PLC prior to 10/2022),No,"IDS, RMG",CEO,11/01/2021,00:00.0,851,2.331506849,2021,1,1,H1,Transport,Industrial & Natural Resources,Internal,14731618600,2661432822,2021 H1,1
